LotArea,TotalBsmtSF,GrLivArea,GarageArea,PoolArea,OverallCond,Utilities,SalePrice
5350,728,1306,0,0,2,AllPub,76500
9340,672,672,234,0,6,AllPub,113000
8846,870,914,576,0,5,AllPub,148000
5000,720,803,360,0,6,AllPub,87000
7200,0,1048,420,0,5,AllPub,98300
7800,864,899,288,0,7,AllPub,130000
6762,1286,1294,662,0,5,AllPub,193879
11241,1004,1004,480,0,7,AllPub,149000
14762,0,2320,672,0,6,AllPub,169000
7082,686,1928,0,0,8,AllPub,160000
29959,973,1850,467,0,6,AllPub,248000
2592,536,1112,336,0,3,AllPub,85000
7200,894,894,600,0,5,AllPub,123000
5395,1337,1337,462,0,5,AllPub,180000
7420,991,1077,205,0,6,AllPub,118000
6300,742,1484,0,0,6,AllPub,128000
8640,900,1852,644,0,5,AllPub,252678
7200,731,1768,240,0,7,AllPub,175000
7200,560,1135,576,0,9,AllPub,155000
10335,1461,1721,440,0,6,AllPub,180000
13500,1602,1252,564,0,7,AllPub,235000
7750,408,1419,527,0,5,AllPub,184100
9920,1117,2013,455,0,5,AllPub,269790
10152,1048,1048,286,0,5,AllPub,135000
11844,2046,2046,834,0,5,AllPub,372500
10603,1610,1610,480,0,7,AllPub,205000
4017,625,1250,625,0,5,AllPub,171900
36500,1624,1582,390,0,5,AllPub,190000
10800,954,2414,520,0,4,AllPub,160000
12342,978,1422,286,0,5,AllPub,139900
10859,1097,1097,672,0,5,AllPub,145000
12735,864,864,576,0,5,AllPub,111250
9965,1466,2828,1052,0,5,AllPub,424870
13286,1698,1698,768,0,5,AllPub,320000
9375,1053,1992,648,0,5,AllPub,250000
4435,848,848,420,0,5,AllPub,131500
8393,1626,1712,588,0,5,AllPub,145000
12256,1463,2622,712,0,5,AllPub,325000
6000,789,789,250,0,5,AllPub,115000
7560,1029,1339,294,0,6,AllPub,139000
13072,1141,1141,484,0,5,AllPub,142500
6120,939,1513,180,0,8,AllPub,137500
17671,916,1742,424,0,9,AllPub,168000
8385,985,985,328,0,8,AllPub,149900
6900,740,778,924,0,6,AllPub,120500
13568,990,990,576,0,5,AllPub,156000
8400,1181,1694,576,0,5,AllPub,136500
9612,1468,1468,898,0,5,AllPub,244600
5790,840,1605,379,0,6,AllPub,107400
11911,684,1560,400,0,5,AllPub,174000
6040,0,1152,0,0,5,AllPub,82000
13472,2392,2392,968,0,5,AllPub,386250
7943,1029,1029,261,0,5,AllPub,118500
16033,1833,1850,772,0,5,AllPub,326000
7500,1221,1221,400,0,5,AllPub,185000
10140,1650,1680,583,0,5,AllPub,213250
2368,765,1365,440,0,6,AllPub,125000
15750,1165,1336,375,0,5,AllPub,157000
11500,1680,1680,528,0,6,AllPub,136905
7892,1199,1199,530,0,5,AllPub,153900
8500,1235,1235,480,0,3,AllPub,98600
8244,840,1720,440,0,5,AllPub,183500
9000,480,480,308,0,3,AllPub,35311
14450,2121,2121,732,0,5,AllPub,415298
9020,1127,1165,490,0,7,AllPub,174900
10793,780,1620,462,0,5,AllPub,152000
8885,864,902,484,0,5,AllPub,131000
11275,710,2978,564,0,7,AllPub,242000
10206,0,944,528,0,3,AllPub,82000
